,url,num_words,is_political,num_links,title,small_title
193,https://www.bbc.com/news/scotland/glasgow_and_west,1807,True,350,Glasgow & West Scotland - BBC News,Glasgow & West Scotland - BBC News
194,https://www.bbc.com/news/science-environment-56849723,1109,True,109,Nasa's Ingenuity helicopter makes second Mars flight - BBC News,Nasa's Ingenuity helicopter makes second Mars flig
195,https://www.bbc.com/news/science-environment-35073297,1093,True,119,What is the Paris climate agreement and why did the US rejoin? - BBC News,What is the Paris climate agreement and why did th
196,https://www.bbc.com/news/science-environment-56822950,441,False,122,Climate Basics: Your carbon footprint explained - BBC News,Climate Basics: Your carbon footprint explained - 
197,https://www.bbc.com/news/science-environment-24021772,1511,True,132,What is climate change? A really simple guide - BBC News,What is climate change? A really simple guide - BB
198,https://www.bbc.com/news/science-environment-56819257,1138,False,109,Climate change: Growing doubts over chip fat biofuel - BBC News,Climate change: Growing doubts over chip fat biofu
199,https://www.bbc.com/news/world-europe-56828383,837,True,119,Climate change: EU to cut CO2 emissions by 55% by 2030 - BBC News,Climate change: EU to cut CO2 emissions by 55% by 
200,https://www.bbc.com/news/science-environment-56758056,1171,False,110,The best climate solution you've never heard of - BBC News,The best climate solution you've never heard of - 
201,https://www.bbc.com/news/science-environment-56858789,793,False,115,US Dragon crewship launches to space station - BBC News,US Dragon crewship launches to space station - BBC
202,https://www.bbc.com/news/science-environment-56799755,1333,True,110,Nasa successfully flies small helicopter on Mars - BBC News,Nasa successfully flies small helicopter on Mars -
203,https://www.bbc.com/news/science-environment-56781556,1346,True,112,Nasa chooses SpaceX to build Moon lander - BBC News,Nasa chooses SpaceX to build Moon lander - BBC New
204,https://www.bbc.com/news/science-environment-56762972,1224,True,118,Carbon Mapper satellite network to find super-emitters - BBC News,Carbon Mapper satellite network to find super-emit
205,https://www.bbc.com/news/science-environment-56731502,740,False,109,Commercial satellites dock high above Earth - BBC News,Commercial satellites dock high above Earth - BBC 
